ach|32|a44443ca2c5fdd077fb72df4a1dc2e3d2b3e553258f74510b3310e023afc6e83837081361dbfffbf1bf5e626a681fb9138cc323540546b38346d6df4bf78dec3
af|32|bb3ddc4f7de4fb376b60fa4726837a4db2a04924aff24b0d7d3dc679c5d6694e90ff9fc92706063004f0fefcd17196f0974256a722c69c185d3fbec528209ac9
an|32|b64126a7ec3a7a4e923c7c1a6328d81869e309ab75493a5b10a90eb41e05ba04dddcc892ac9abd4cf237016e31ee76f75b45f75c74ca5b922497eadb06b31819
ar|32|5ff21dd1855f51d5925ac076a28b0ef1e1cfc0748f324131f235d30e1fe065f66dcef981120afb7a66402d0a8e040e3eaae40f32d5abfb1ca6613161040fa6e4
ast|32|f33d7cbd12b16c6af61b68f5165cc7f93c9796333c491d38e23b13f7df04f6c64882d6873ee0eb24378c1126e0807786bed649fba96fe9e5f83fe7670e586697
az|32|e98d146ce7ca67bd46e72ff941ba3dc06aa2be9e1d9045e93e07b713b430d26c81220745e96e8405603cb113e408b5a9f44b07129b45ab411b3c92c0b3084f1f
be|32|05b23ea998d19a703d7d3967e2b73e6a68580574b9632fa3f0606436733acd5348f3b9da912befd9513dbc6f6f36bac4d91d8380acf0a2a764cc1ff550d25807
bg|32|4dfac122ee52d77ea88404633237976bd2fe492038d06f63b534227cfe5a68095da34a58cb8e7a3a21845b03132a3b1b4ce197f379c703d340dc09a4b4efd280
bn|32|43776e31fcffb65a651f7f996ba3265cf10b89e8cbae3856024f7a1dd5ef9fa772777d93de9a80ba37e5fb7583c125d6dfc3ff84e741d3097429d134723e54ae
br|32|8b6ae62b2f0e325876f5fe7233d6fa4a7f40ecd21e3cf63f2b3fb4dc65a53c62a1c05bf8eacf77554871f33169aeeaad3072adb25755b85bb582f87818cb2e69
bs|32|183de32e6cb8bbb0ac37d44e7dd16c958e2b51f8316517159299336c63423e881fd66975042c138984538867c74c8c1f80c8e81b2db39a5517fa74b12be8f415
ca-valencia|32|a8196e34877a1ad52fbc53f8c017a5e93ec97fba2de0e20527e0faddc0abf7bc90220cdb63c73bdc56dedc0e38138386706675ba843c973df18bb6f5d45b1163
ca|32|e781b381ef9bb5e1110763084656be8318cd32d7b9ac410b390b94d6efb9c3f91c1c6c0f9811c2cd8cb2e984d6fad7a2ff7c67cf1eb07b00d1c73c8f37ee65c6
cak|32|82a2f1957079ab97833a1119fc20d38e1471c9bf2fe327f838a7184ac39fb77b61f241720b889fb49560bd4e481c033b4a103c7f11bfa66597d6944267c0a6fe
cs|32|77fd7b330bd6380f36d7b8dc08a270cda4f0e91331c0134369d4768f5c2d0d4c13a4a2f7ac84f11e7dfb3625a397a76496893dd2b9b55776f90880c5fc411bf0
cy|32|825737416acdc85f2648a28ae5516c40c8630b0b045b8139fbb646e5ee1bd583c2530abbfc73ed212d896c7ffcaf97a952d47c0bcc3b561c45e512b3b4591879
